index;SpType;RA;DEC;B;V;RV;Teff;e_Teff;log(g);e_log(g);[Fe/H];e_[Fe/H];lum;misc;PHYSREF;NAMES
HD040801;K0II;90.825;42.91155555555555;7.07;6.09;37.6;4812.0;21.0;2.95;0.07;-0.25;0.05;II;;Jones..Coude.Feed.Library;HD 40801 BD+42 1473 SAO 40818 HR 2119 HIP 28677
HD041117;B2Iaevar;90.97916666666669;20.138444444444445;4.86;4.65;16.8;23210.0;2321.0;2.85;0.12;-0.38;0.15;Ia;evar;;HD 41117 BD+20 1233 SAO 77911 HR 2135 HIP 28716
HD041330;G0V;91.5375;35.38775;6.72;6.12;-11.8;5873.0;27.0;4.18;0.05;-0.2;0.04;V;;1993A&A...275..101E (Edvardsson);HD 41330 BD+35 1334 SAO 58739 HR 2141 HIP 28908
HD041597;G8III;92.49583333333334;58.93569444444445;6.46;5.36;31.1;4644.0;22.0;2.08;0.08;-0.51;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 41597 BD+58 897 SAO 25597 HR 2152 HIP 29246
HD041636;G9III;92.09583333333332;41.05572222222222;7.38;6.35;-87.1;4714.0;23.0;2.55;0.08;-0.28;0.05;III;;1984A&A...137....6G (Gratton);HD 41636 BD+41 1365 SAO 40881 HR 2153 HIP 29114
HD041640;F5;91.7875;16.556083333333333;7.83;7.36;;6093.0;30.0;4.28;0.05;-0.58;0.05;;;2000A&AS..141..491C (Chen);HD 41640 BD+16 1001 SAO 95247 HIP 29001
HD041692;B5IV;91.6625;-4.193833333333334;5.24;5.36;20.3;16566.0;286.0;3.64;0.06;0.08;0.05;IV;;1984MNRAS.206..637A (Adelman);HD 41692 BD-04 1362 SAO 132841 HR 2154 HIP 28949
HD042475;M1Iab:;92.9625;21.868222222222222;8.99;6.83;17.0;3874.0;18.0;0.12;0.1;0.18;0.06;Ia;b:;1980ApJ...241..218L (Luck);HD 42475 BD+21 1146 SAO 78092 HR 2190 HIP 29416
HD042543;M1Ia-ab;93.07916666666668;22.908527777777778;8.6;6.38;21.5;3666.0;12.0;0.2;0.12;0.14;0.06;Ia;#NAME?;1980ApJ...241..218L (Luck);HD 42543 BD+22 1220 SAO 78098 HR 2197 HIP 29450
HD043039;G8.5IIIb;93.84583333333332;29.498083333333334;5.37;4.35;20.3;4783.0;26.0;2.44;0.08;-0.31;0.06;III;b;1990ApJS...74.1075M (McWilliam);HD 43039 BD+29 1154 SAO 78143 HR 2219 HIP 29696
HD043042;F6V;93.7125;19.156444444444443;5.64;5.2;35.7;6459.0;29.0;4.16;0.04;0.01;0.04;V;;1993A&A...275..101E (Edvardsson);HD 43042 BD+19 1270 SAO 95432 HR 2220 HIP 29650
HD043232;K1.5III;93.7125;-6.274777777777778;5.33;3.99;-4.8;4375.0;20.0;1.61;0.08;-0.15;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 43232 BD-06 1469 SAO 133012 HR 2227 HIP 29651
HD043247;B9II-III;93.9375;12.551055555555555;5.47;5.47;12.7;12600.0;324.0;2.95;0.11;-0.02;0.16;II;#NAME?;;HD 43247 BD+12 1081 SAO 95457 HR 2229 HIP 29736
HD043318;F6V;93.89166666666668;-0.5121944444444444;6.15;5.65;-36.6;6252.0;30.0;3.99;0.05;-0.13;0.04;V;;1993A&A...275..101E (Edvardsson);HD 43318 BD-00 1234 SAO 133028 HR 2233 HIP 29716
HD043380;K2III;94.57083333333334;46.36044444444445;7.47;6.33;0.0;4557.0;22.0;2.57;0.08;-0.01;0.05;III;;Jones..Coude.Feed.Library;HD 43380 BD+46 1124 SAO 41010 HR 2239 HIP 29949
HD043384;B3Ib;94.24583333333334;23.740916666666667;6.65;6.29;13.2;19771.0;779.0;2.87;0.07;-0.14;0.07;Ib;;;HD 43384 BD+23 1275 SAO 78176 HR 2240 HIP 29840
HD043827;K1III;94.425;-16.815916666666666;6.45;5.16;-8.1;4400.0;20.0;2.03;0.08;-0.09;0.05;III;;Jones..Coude.Feed.Library;HD 43827 BD-16 1426 SAO 151322 HR 2260 HIP 29895
HD043947;F8V;94.91666666666669;16.01325;7.14;6.63;40.3;5982.0;27.0;4.29;0.05;-0.3;0.04;V;;1993A&A...275..101E (Edvardsson);HD 43947 BD+16 1091 SAO 95538 HIP 30067
HD044007;G5IV:w...;94.70416666666668;-14.84538888888889;8.85;8.06;166.9;4971.0;33.0;2.28;0.11;-1.57;0.08;IV;:w...;2000AJ....120.1841F (Fulbright);HD 44007 BD-14 1399 SAO 151345 HIP 29992
HD044033;K3Iab:;95.01666666666668;14.65113888888889;7.3;5.69;36.2;3796.0;7.0;1.57;0.1;0.01;0.04;Ia;b:;1998A&A...338..623M (Mallik);HD 44033 BD+14 1247 SAO 95543 HR 2269 HIP 30099
HD044478;M3III;95.74166666666666;22.513583333333333;4.54;2.91;54.8;3460.0;5.0;0.82;0.09;-0.03;0.03;III;;1998A&A...338..623M (Mallik);HD 44478 BD+22 1304 SAO 78297 HR 2286 HIP 30343
HD044537;M0Iab:;96.225;49.28788888888889;6.93;4.97;4.7;3984.0;21.0;0.31;0.1;0.2;0.06;Ia;b:;1971JRASC..65..222B (Bakos);HD 44537 BD+49 1488 SAO 41076 HR 2289 HIP 30520
HD044769;A5IV;95.94166666666666;4.592861111111111;4.59;4.41;14.6;7717.0;47.0;3.84;0.05;-0.11;0.06;IV;;;HD 44769 BD+04 1236 SAO 113810 HR 2298 HIP 30419
HD044951;K3III;96.04166666666669;-11.530083333333332;6.46;5.22;-26.1;4384.0;19.0;2.14;0.09;-0.3;0.05;III;;Jones..Coude.Feed.Library;HD 44951 BD-11 1478 SAO 151458 HR 2305 HIP 30457
HD045282;G0;96.67083333333332;3.4249444444444443;8.67;8.02;301.0;5232.0;30.0;3.03;0.09;-1.5;0.06;;;2000A&A...364..249M (Mashonkina);HD 45282 BD+03 1247 SAO 113885 HIP 30668
HD045410;K0III-IV;97.69583333333334;58.162638888888885;6.82;5.88;36.0;4964.0;25.0;3.17;0.07;-0.18;0.05;III;#NAME?;Jones..Coude.Feed.Library;HD 45410 BD+58 932 SAO 25771 HR 2331 HIP 31039
HD045412;F8Ibvar;97.14166666666668;30.49302777777778;6.49;5.75;21.6;5987.0;30.0;1.88;0.07;0.13;0.06;Ib;var;1981ApJ...245.1018L (Luck);HD 45412 BD+30 1238 SAO 59128 HR 2332 HIP 30827
HD045674;F0;97.19583333333334;-0.5724166666666667;7.3;6.56;;7630.0;75.0;2.05;0.08;0.16;0.07;;;2001A&A...369.1048P (Prugniel);HD 45674 BD-00 1308 SAO 133312 HIP 30863
HD046184;K1III;97.84583333333332;-12.391944444444444;6.45;5.17;17.2;4375.0;21.0;2.25;0.09;0.06;0.05;III;;Jones..Coude.Feed.Library;HD 46184 BD-12 1518 SAO 151602 HR 2379 HIP 31084
HD046317;F5;99.0625;58.10677777777778;7.2;6.67;;6307.0;33.0;4.21;0.05;-0.24;0.05;;;2000A&AS..141..491C (Chen);HD 46317 BD+58 943 SAO 25832 HIP 31552
HD046480;G8IV-V;99.42083333333332;61.48122222222222;6.83;5.9;-46.4;4917.0;27.0;3.13;0.08;-0.53;0.06;IV;#NAME?;1986A&A...161..314C (Cottrell);HD 46480 BD+61 893 SAO 13897 HR 2394 HIP 31676
HD046588;F8V;101.55833333333334;79.56480555555555;5.95;5.45;12.5;6162.0;38.0;4.25;0.06;-0.13;0.05;V;;2003AJ....126.2015H (Heiter);HD 46588 BD+79 212 SAO 5946 HR 2401 HIP 32439
HD046703;F7IVw;99.46666666666668;53.51722222222222;9.51;9.09;;6654.0;60.0;4.09;0.06;-0.85;0.11;IV;w;1987ApJ...312..203B (Bond);HD 46703 BD+53 1040 SAO 25845 HIP 31695
HD047105;A0IV;99.42916666666666;16.39925;1.93;1.9;-12.5;9231.0;124.0;3.21;0.08;-0.28;0.09;IV;;1994PASP..106.1239A (Adelman);HD 47105 BD+16 1223 SAO 95912 HR 2421 HIP 31681
HD047205;K1III+...;99.17083333333332;-19.25588888888889;5.01;3.96;2.7;4766.0;22.0;3.2;0.06;0.18;0.04;III;+...;1995AJ....110.2968L (Luck);HD 47205 BD-19 1502 SAO 151702 HR 2429 HIP 31592
HD047731;G5Ib;100.3375;28.196638888888888;7.53;6.44;-6.1;5151.0;26.0;1.32;0.04;-0.06;0.06;Ib;;1980ApJ...241..218L (Luck);HD 47731 BD+28 1207 SAO 78636 HR 2453 HIP 32019
HD047839;O7Ve;100.24583333333334;9.89575;4.41;4.66;33.2;40175.0;914.0;3.93;0.05;0.04;0.04;V;e;;HD 47839 BD+10 1220 SAO 114258 HR 2456 HIP 31978
HD048329;G8Ib;100.98333333333332;25.13111111111111;4.45;3.02;9.9;4662.0;36.0;0.88;0.05;0.15;0.07;Ib;;1998A&A...338..623M (Mallik);HD 48329 BD+25 1406 SAO 78682 HR 2473 HIP 32246
HD048432;K0III;101.70833333333331;57.16916666666666;6.3;5.35;19.0;4901.0;23.0;2.84;0.07;-0.16;0.05;III;;Jones..Coude.Feed.Library;HD 48432 BD+57 1004 SAO 25947 HR 2477 HIP 32489
HD048433;K1III;100.99583333333334;13.228027777777775;5.67;4.5;13.6;4531.0;20.0;2.13;0.07;-0.17;0.05;III;;1995AJ....110.2968L (Luck);HD 48433 BD+13 1390 SAO 96051 HR 2478 HIP 32249
HD048682;G0V;101.68333333333334;43.57741666666667;5.78;5.25;;6051.0;30.0;4.22;0.05;0.07;0.04;V;;1965ApJ...141..588H (Herbig);HD 48682 BD+43 1595 HD 48682 A SAO 41330 HR 2483 HIP 32480
HD048737;F5IV;101.32083333333334;12.895583333333333;3.79;3.4;25.3;6544.0;29.0;3.91;0.04;0.15;0.03;IV;;;HD 48737 BD+13 1396 SAO 96074 HR 2484 HIP 32362
HD048781;K1III;101.91666666666669;48.78947222222222;6.35;5.22;-7.7;4691.0;21.0;2.31;0.07;-0.07;0.05;III;;1980SvA....24..323K (Komarov);HD 48781 BD+48 1436 SAO 41346 HR 2487 HIP 32562
HD049178;G0;102.225;37.50513888888889;8.74;8.08;;5727.0;32.0;4.4;0.06;0.07;0.05;;;1998A&AS..129..237F (Feltzing);HD 49178 BD+37 1587 SAO 59506 HIP 32673
HD049520;K3III;102.69166666666666;41.78122222222222;6.26;4.99;60.8;4406.0;23.0;2.21;0.1;0.01;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 49520 BD+41 1536 SAO 41380 HR 2516 HIP 32844
HD049732;F8;102.9625;41.57630555555556;8.24;7.85;;6361.0;38.0;4.21;0.05;-0.62;0.06;;;2000A&AS..141..491C (Chen);HD 49732 BD+41 1546 SAO 41394 HIP 32955
HD050420;A9III;103.8125;43.91002777777778;6.45;6.16;-7.0;7275.0;36.0;3.7;0.04;0.12;0.04;III;;1976ApJS...32..651K (Kurtz);HD 50420 BD+44 1551 SAO 41429 HR 2557 HIP 33269
HD050692;G0V;103.82916666666668;25.375694444444445;6.32;5.76;-11.3;5887.0;29.0;4.29;0.05;-0.2;0.05;V;;;HD 50692 BD+25 1496 SAO 78866 HR 2569 HIP 33277
HD051309;B3Ib/II;104.03333333333332;-17.05425;4.31;4.39;41.0;19990.0;714.0;3.09;0.08;-0.04;0.05;Ib;/II;1992ApJ...387..673G (Gies);HD 51309 BD-16 1661 SAO 152126 HR 2596 HIP 33347
HD051440;K2III;104.7625;38.05230555555556;7.25;6.03;25.0;4325.0;21.0;1.85;0.11;-0.56;0.07;III;;Jones..Coude.Feed.Library;HD 51440 BD+38 1656 SAO 59658 HR 2600 HIP 33614
HD051530;F7V;104.69583333333334;26.08108333333333;6.67;6.21;6.1;6094.0;35.0;3.96;0.06;-0.38;0.05;V;;1993A&A...275..101E (Edvardsson);HD 51530 BD+26 1405 SAO 78929 HR 2601 HIP 33595
HD052711;G4V;105.875;29.33708333333333;6.53;5.93;21.8;5898.0;31.0;4.34;0.06;-0.13;0.05;V;;2000A&A...364..249M (Mashonkina);HD 52711 BD+29 1441 SAO 79009 HR 2643 HIP 34017
HD054322;G5;107.30833333333334;19.04263888888889;9.04;8.4;-1.0;5841.0;33.0;4.44;0.06;0.13;0.05;;;1998A&AS..129..237F (Feltzing);HD 54322 BD+19 1624 SAO 96561 HIP 34524
HD054662;O7III;107.33333333333331;-10.346555555555556;6.21;6.23;58.0;42421.0;1052.0;4.04;0.05;0.0;0.05;III;;;HD 54662 BD-10 1892 SAO 152470 HR 2694 HIP 34536
HD054717;F5;107.82916666666668;33.11186111111111;7.5;7.2;;6442.0;34.0;4.25;0.04;-0.42;0.05;;;2000A&AS..141..491C (Chen);HD 54717 BD+33 1486 SAO 59864 HIP 34714
HD054719;K2III;107.78333333333332;30.245166666666663;5.68;4.4;22.1;4441.0;19.0;2.17;0.08;0.16;0.04;III;;1990ApJS...74.1075M (McWilliam);HD 54719 BD+30 1439 SAO 59858 HR 2697 HIP 34693
HD054810;K0III;107.55833333333334;-4.237111111111111;5.95;4.92;78.8;4758.0;30.0;2.63;0.1;-0.31;0.07;III;;2001MNRAS.326..981C (Cenarro);HD 54810 BD-04 1840 SAO 134282 HR 2701 HIP 34622
HD055280;K2III;108.97916666666669;59.63747222222222;6.27;5.2;23.8;4692.0;23.0;2.82;0.07;0.05;0.05;III;;Jones..Coude.Feed.Library;HD 55280 BD+59 1065 SAO 26248 HR 2715 HIP 35146
HD055575;G0V;108.95833333333331;47.23997222222222;6.1;5.55;85.3;5868.0;26.0;4.25;0.05;-0.37;0.04;V;;1993A&A...275..101E (Edvardsson);HD 55575 BD+47 1419 SAO 41644 HR 2721 HIP 35136
HD056986;F0IV;110.02916666666668;21.982333333333333;3.87;3.53;4.1;7024.0;33.0;4.04;0.04;-0.17;0.05;IV;;;HD 56986 BD+22 1645 SAO 79294 HR 2777 HIP 35550
HD057264;G8III;110.5125;36.76058333333334;6.22;5.14;23.2;4627.0;20.0;2.46;0.07;-0.38;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 57264 BD+37 1707 SAO 60010 HR 2793 HIP 35710
HD057651;K5;110.6;5.6090277777777775;9.74;8.13;;3418.0;6.0;0.85;0.12;-0.07;0.05;;;2001A&A...369.1048P (Prugniel);HD 57651 BD+05 1635 SAO 115346
HD057669;K0IIIa;111.03333333333332;40.67238888888889;6.46;5.2;21.2;4658.0;25.0;1.88;0.07;0.13;0.05;III;a;1990ApJS...74.1075M (McWilliam);HD 57669 BD+40 1852 SAO 41738 HR 2805 HIP 35907
HD057727;G8III;110.87083333333334;25.050527777777777;5.92;5.03;6.2;5067.0;24.0;3.0;0.06;-0.09;0.05;III;;Jones..Coude.Feed.Library;HD 57727 BD+25 1660 SAO 79352 HR 2808 HIP 35846
HD058207;G9IIIb;111.43333333333334;27.79808333333333;4.81;3.79;8.4;4831.0;22.0;2.58;0.06;-0.11;0.05;III;b;1995AJ....110.2968L (Luck);HD 58207 BD+28 1385 SAO 79374 HR 2821 HIP 36046
HD058343;B2Vne;111.16666666666669;-16.201472222222222;5.16;5.2;-4.5;18173.0;590.0;3.66;0.09;0.01;0.06;V;ne;1970A&A.....6...93K (Kodaira);HD 58343 BD-15 1810 SAO 152834 HR 2825 HIP 35951
HD058526;G3Ib;111.4625;-5.774972222222222;6.89;5.98;14.1;5515.0;29.0;1.19;0.05;0.0;0.06;Ib;;;HD 58526 BD-05 2112 SAO 134654 HR 2833 HIP 36055
HD058551;F6V;111.70833333333331;21.53563888888889;7.0;6.54;47.0;6220.0;28.0;4.23;0.04;-0.5;0.04;V;;1993A&A...275..101E (Edvardsson);HD 58551 BD+21 1596 SAO 79386 HR 2835 HIP 36152
HD058855;F6V;112.48333333333332;49.67247222222222;5.78;5.36;-26.7;6310.0;36.0;4.18;0.05;-0.29;0.05;V;;2000A&AS..141..491C (Chen);HD 58855 BD+49 1630 SAO 41808 HR 2849 HIP 36439
HD058946;F0V;112.27916666666668;31.78455555555556;4.47;4.16;-4.4;6991.0;29.0;4.11;0.03;-0.25;0.04;V;;;HD 58946 BD+32 1562 SAO 60118 HR 2852 HIP 36366
HD059380;F8V;112.35833333333332;-7.551166666666666;6.31;5.87;9.1;6326.0;36.0;4.22;0.05;-0.15;0.05;V;;2000A&AS..141..491C (Chen);HD 59380 BD-07 1996 SAO 134742 HR 2866 HIP 36399
HD059881;F0III;113.025;1.914472222222222;5.45;5.24;29.1;7538.0;42.0;3.57;0.05;0.16;0.04;III;;1990A&A...227..156B (Berthet);HD 59881 BD+02 1691 SAO 115581 HR 2880 HIP 36641
HD059984;F5V;113.025;-8.881333333333334;6.41;5.93;;5934.0;44.0;4.01;0.08;-0.72;0.08;V;;1993A&A...275..101E (Edvardsson);HD 59984 BD-08 1964 SAO 134806 HR 2883 HIP 36640
HD060179;A1V;113.65;31.88833333333333;1.62;1.58;6.0;9340.0;146.0;3.79;0.08;-0.06;0.07;V;;1974ApJ...189..101S (Smith);HD 60179 BD+32 1581A HR 2891
HD061064;F6III;114.32083333333334;-4.110972222222222;5.55;5.14;46.0;6625.0;40.0;3.64;0.06;0.26;0.04;III;;1990A&A...227..156B (Berthet);HD 61064 BD-03 1979 SAO 134899 HR 2927 HIP 37088
HD061295;F6II;114.975;32.00972222222222;6.51;6.17;25.0;7079.0;45.0;3.66;0.06;0.32;0.05;II;;1995AJ....110.2425L (Luck);HD 61295 BD+32 1599 SAO 60254 HR 2936 HIP 37339
HD061935;G9III;115.3125;-9.55113888888889;4.95;3.93;10.5;4841.0;29.0;2.61;0.08;-0.04;0.06;III;;1995AJ....110.2968L (Luck);HD 61935 BD-09 2172 SAO 134986 HR 2970 HIP 37447
HD062301;F8V;116.23333333333332;39.55636111111111;7.31;6.75;-3.3;5940.0;29.0;4.16;0.05;-0.65;0.05;V;;1993A&A...275..101E (Edvardsson);HD 62301 BD+39 1998 SAO 60313 HIP 37789
HD062509;K0IIIb;116.32916666666668;28.02619444444444;2.15;1.15;3.3;4893.0;23.0;2.89;0.06;0.05;0.05;III;b;1998A&A...338..623M (Mallik);HD 62509 BD+28 1463 SAO 79666 HR 2990 HIP 37826
HD063302;K3Iab/Ib;116.9125;-15.990694444444443;8.18;6.33;;4304.0;34.0;0.24;0.08;0.12;0.07;Ia;b/Ib;1980ApJ...241..218L (Luck);HD 63302 BD-15 2049 SAO 153404 HR 3026 HIP 38031
HD063333;F5;117.32916666666668;24.488722222222226;7.56;7.11;;6157.0;30.0;4.22;0.05;-0.36;0.05;;;2000A&AS..141..491C (Chen);HD 63333 BD+24 1777 SAO 79718 HIP 38172
HD063352;K0;117.25833333333334;13.371861111111112;7.46;6.08;-57.3;4179.0;17.0;1.92;0.1;-0.47;0.06;;;2001MNRAS.326..981C (Cenarro);HD 63352 BD+13 1772 SAO 97273 HR 3030 HIP 38147
HD063410;G8III;117.45;26.26383333333333;7.76;6.82;;4896.0;25.0;2.53;0.07;-0.37;0.06;III;;1986A&A...161..314C (Cottrell);HD 63410 BD+26 1656 SAO 79726 HIP 38221
HD063791;G0;118.62083333333334;62.13633333333333;8.78;7.92;-108.0;4838.0;32.0;1.9;0.11;-1.59;0.08;;;2000AJ....120.1841F (Fulbright);HD 63791 BD+62 959 SAO 14359 HIP 38621
HD064238;F2IV/V;118.07916666666668;-14.846166666666669;6.04;5.7;17.2;7166.0;44.0;3.16;0.07;0.31;0.05;IV;/V;;HD 64238 BD-14 2250 SAO 153520 HR 3073 HIP 38427
HD064937;K5;119.13333333333334;6.406416666666667;9.49;7.78;;3495.0;8.0;0.82;0.14;-0.05;0.06;;;2001A&A...369.1048P (Prugniel);HD 64937 BD+06 1828 SAO 116148 HIP 38807
HD065583;G8V;120.13333333333334;29.21236111111111;7.71;6.94;13.2;5315.0;31.0;4.51;0.06;-0.67;0.07;V;;2000A&A...353..978M (Mishenina);HD 65583 BD+29 1664 SAO 79856 HIP 39157
HD065714;G8III:;120.23333333333332;25.39283333333333;6.88;5.87;1.9;4966.0;27.0;2.51;0.07;0.12;0.06;III;:;Jones..Coude.Feed.Library;HD 65714 BD+25 1812 SAO 79861 HR 3124 HIP 39191
HD065900;A1V;120.30833333333334;4.879833333333334;5.66;5.65;46.1;9228.0;142.0;3.34;0.11;-0.17;0.11;V;;1989A&A...225..125L (Lemke);HD 65900 BD+05 1857 SAO 116244 HR 3136 HIP 39213
HD067228;G1IV;121.94166666666666;21.581805555555555;5.91;5.3;-35.6;5810.0;26.0;3.92;0.05;0.14;0.04;IV;;1993A&A...275..101E (Edvardsson);HD 67228 BD+22 1862 SAO 79959 HR 3176 HIP 39780
HD068988;G0;124.59166666666668;61.46072222222222;8.83;8.21;;5820.0;41.0;4.17;0.08;0.28;0.06;;;1998A&AS..129..237F (Feltzing);HD 68988 BD+61 1038 SAO 14494 HIP 40687
HD069582;G5;124.375;-3.1075;8.26;7.57;;5692.0;35.0;4.52;0.06;0.13;0.06;;;1998A&AS..129..237F (Feltzing);HD 69582 BD-02 2512 SAO 135734
HD069830;K0V;124.6;-12.632166666666668;6.74;5.95;30.4;5444.0;33.0;4.52;0.06;0.02;0.06;V;;1998A&AS..129..237F (Feltzing);HD 69830 BD-12 2449 SAO 154093 HR 3259 HIP 40693
HD069897;F6V;125.01666666666668;27.217694444444444;5.61;5.1;32.5;6261.0;28.0;4.19;0.04;-0.28;0.04;V;;1993A&A...275..101E (Edvardsson);HD 69897 BD+27 1589 SAO 80104 HR 3262 HIP 40843
HD070110;F9V;125.05416666666666;-0.9093055555555556;6.75;6.18;;5909.0;27.0;3.95;0.05;0.09;0.04;V;;1993A&A...275..101E (Edvardsson);HD 70110 BD-00 1966 SAO 135783 HR 3271 HIP 40858
HD071369;G5III;127.56666666666666;60.71816666666667;4.19;3.36;19.8;5215.0;31.0;2.52;0.08;-0.13;0.07;III;;1998A&A...338..623M (Mallik);HD 71369 BD+61 1054 SAO 14573 HR 3323 HIP 41704
HD071479;G0;126.89583333333331;-5.14863888888889;7.78;7.19;;5886.0;38.0;4.15;0.07;0.19;0.06;;;1998A&AS..129..237F (Feltzing);HD 71479 BD-04 2347 SAO 135935 HIP 41479
HD071597;K2III;127.0625;0.2439444444444444;8.47;7.29;110.0;4449.0;19.0;2.54;0.08;-0.23;0.05;III;;1989A&A...214..239B (Barbuy);HD 71597 BD+00 2305 SAO 116796 HIP 41538
HD071952;K0IV;128.1375;53.11486111111111;7.26;6.24;43.6;4734.0;23.0;3.13;0.07;-0.15;0.05;IV;;;HD 71952 BD+53 1259 SAO 26896 HR 3351 HIP 41894
HD072184;K2III;128.22916666666666;38.01636111111111;7.01;5.9;14.8;4678.0;43.0;3.02;0.13;0.19;0.09;III;;1995AJ....110.2968L (Luck);HD 72184 BD+38 1920 SAO 60890 HR 3360 HIP 41935
HD072324;G9III;128.25;24.084777777777777;7.36;6.34;74.7;4885.0;23.0;2.48;0.06;-0.02;0.05;III;;1995AJ....110.2968L (Luck);HD 72324 BD+24 1946 SAO 80245 HR 3369 HIP 41940
HD072660;A1V;128.50833333333333;-2.1515555555555554;5.8;5.8;2.8;9226.0;137.0;3.3;0.1;-0.14;0.1;V;;1989A&A...225..125L (Lemke);HD 72660 BD-01 2074 SAO 136044 HR 3383 HIP 42028
HD072946;G5V;128.9625;6.622777777777778;7.96;7.25;26.7;5624.0;22.0;4.19;0.05;-0.03;0.05;V;;1998A&AS..129..237F (Feltzing);HD 72946 BD+07 1997B SAO 116931 HR 3396 HIP 42173
HD072968;A1spe...;128.86666666666667;-7.982277777777778;5.69;5.72;24.0;10651.0;281.0;3.63;0.24;0.77;0.14;;spe...;1974A&A....37..367H (Hensberge);HD 72968 BD-07 2540 SAO 136076 HR 3398 HIP 42146
HD073394;G5IIIw;130.09583333333333;51.75183333333333;8.73;7.71;;4511.0;29.0;1.19;0.11;-1.61;0.08;III;w;1985ApJ...292..559L (Luck);HD 73394 BD+52 1329 SAO 26954 HIP 42550
HD074280;B3V;130.80416666666667;3.3986666666666667;4.1;4.27;21.0;17816.0;202.0;3.73;0.06;0.01;0.04;V;;IRAF Standard;HD 74280 BD+03 2039 SAO 117050 HR 3454 HIP 42799
HD074395;G2Iab:;130.91666666666666;-7.233722222222222;5.44;4.64;31.4;5481.0;27.0;1.44;0.05;0.04;0.06;Ia;b:;1980ApJ...241..218L (Luck);HD 74395 BD-06 2708 SAO 136221 HR 3459 HIP 42835
HD074462;G5IV;132.0875;67.44997222222223;9.65;8.69;-168.1;4742.0;43.0;1.72;0.15;-1.43;0.11;IV;;2000A&A...354..169G (Gratton);HD 74462 BD+67 559 SAO 14665 HIP 43228
HD074721;A0V;131.49583333333334;13.2635;8.76;8.71;9.0;8789.0;;3.34;;-1.42;;V;;1994MNRAS.269..579A (Adelman);HD 74721 BD+13 1981 SAO 98102 HIP 43018
HD075332;F7Vn;132.63333333333333;33.28505555555555;6.72;6.22;5.1;6219.0;34.0;4.31;0.05;0.07;0.04;V;n;2000A&AS..141..491C (Chen);HD 75332 BD+33 1765 SAO 61074 HR 3499 HIP 43410
HD075333;B9mnp...;132.34166666666667;-3.443027777777778;5.22;5.31;32.6;11722.0;149.0;4.08;0.05;0.22;0.07;;mnp...;1976IAUCo..32..521K (Kodaira);HD 75333 BD-02 2699 SAO 136308 HR 3500 HIP 43305
HD075732;G8V;133.15;28.33080555555556;6.82;5.95;26.6;5290.0;27.0;4.43;0.05;0.43;0.04;V;;1998A&A...334..221G (Gonzalez);HD 75732 BD+28 1660 SAO 80478 HR 3522 HIP 43587
HD075782;G0;133.3;37.07027777777778;7.68;7.1;;5912.0;37.0;3.87;0.07;0.19;0.05;;;1998A&AS..129..237F (Feltzing);HD 75782 BD+37 1919 SAO 61111 HIP 43634
HD076151;G2V;133.575;-5.434472222222222;6.67;6.0;28.0;5793.0;26.0;4.47;0.05;0.13;0.04;V;;1993A&A...275..101E (Edvardsson);HD 76151 BD-04 2490 SAO 136389 HR 3538 HIP 43726
HD076219;G8Iab:;133.91666666666666;27.927472222222224;6.21;5.24;17.1;5018.0;29.0;2.25;0.07;-0.09;0.07;Ia;b:;1995AJ....110.2425L (Luck);HD 76219 BD+28 1666 SAO 80511 HR 3540 HIP 43834
HD076291;K1IV;134.20833333333334;45.63163888888889;6.86;5.73;58.5;4583.0;19.0;2.77;0.07;-0.1;0.04;IV;;Jones..Coude.Feed.Library;HD 76291 BD+46 1459 SAO 42612 HR 3545 HIP 43923
HD076294;G9II-III;133.85;5.945555555555556;4.12;3.13;22.8;4917.0;24.0;2.46;0.07;-0.11;0.06;II;#NAME?;1995AJ....110.2425L (Luck);HD 76294 BD+06 2060 SAO 117264 HR 3547 HIP 43813
HD076351;K5III;133.98333333333332;11.62602777777778;6.95;5.45;24.3;4186.0;19.0;1.63;0.1;0.09;0.05;III;;1999A&AS...139..335A (Alonso);HD 76351 BD+12 1941 SAO 98235 HR 3550 HIP 43851
HD076376;K2/K3III;133.8;-18.24119444444445;7.11;5.75;37.8;4239.0;17.0;2.11;0.09;-0.05;0.05;;/K3III;;HD 76376 BD-17 2691 SAO 154745 HR 3554 HIP 43798
HD076508;K1III;134.28333333333333;17.14375;7.18;6.16;18.9;4912.0;27.0;2.73;0.07;0.1;0.06;III;;;HD 76508 BD+17 1979 SAO 98245 HR 3558 HIP 43957
HD076579;K3III;134.14166666666668;-16.70875;7.51;5.96;;4017.0;13.0;1.74;0.11;-0.17;0.05;III;;;HD 76579 BD-16 2639 SAO 154773 HR 3564 HIP 43899
HD076644;A7V;134.8;48.04183333333333;3.33;3.1;9.0;7703.0;48.0;3.96;0.05;-0.03;0.06;V;;;HD 76644 BD+48 1707 SAO 42630 HR 3569 HIP 44127
HD076780;G5;134.73333333333332;21.166277777777776;8.29;7.64;;5765.0;38.0;4.38;0.07;0.18;0.06;;;1998A&AS..129..237F (Feltzing);HD 76780 BD+21 1952 SAO 80552 HIP 44097
